path,git_status,category,size_bytes,tracked,likely_artifact,likely_source,recommendation_candidate,decision
scripts/bt2_shadow_backtest_final_report.py,A,redundant_lab_script,6433,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_backtest_pre_fase4_report.py,A,redundant_lab_script,6499,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_fair_comparison.py,A,retained_lab_script,18709,true,false,true,keep_as_lab_reference,keep
scripts/bt2_shadow_dsr_full_replay.py,A,redundant_lab_script,30473,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_full_replay_native.py,A,redundant_lab_script,51862,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_gap_radiography.py,A,redundant_lab_script,9868,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_native_pending_audit.py,A,redundant_lab_script,21975,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_prompt_v6_controlled.py,A,redundant_lab_script,14787,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_prompt_v6_request_probe.py,A,redundant_lab_script,14869,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_replay_prepare.py,A,redundant_lab_script,24419,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_selective_ft1x2_abstention_diagnosis.py,??,redundant_lab_script,14825,false,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_selective_ft1x2_controlled_run.py,??,redundant_lab_script,24604,false,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_selective_ft1x2_dry_run.py,??,redundant_lab_script,21468,false,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_selective_same_slice_benchmark.py,??,redundant_lab_script,2364,false,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_two_stage_selective_ft1x2.py,??,redundant_lab_script,2708,false,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_dsr_vs_always_favorite.py,A,redundant_lab_script,22088,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_evaluate_performance.py,A,retained_lab_script,17563,true,false,true,keep_as_lab_reference,keep
scripts/bt2_shadow_native_ds_input_audit.py,A,redundant_lab_script,13439,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_native_dsr_pilot.py,A,redundant_lab_script,23128,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_run_daily_subset5.py,A,redundant_lab_script,4644,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_seed_from_lab_day1.py,A,redundant_lab_script,11188,true,false,true,delete_after_consolidation,delete
scripts/bt2_shadow_source_path_audit.py,A,retained_lab_script,5311,true,false,true,keep_as_lab_reference,keep
scripts/export_bt2_shadow_native_full_replay_picks.py,A,redundant_lab_script,11485,true,false,true,delete_after_consolidation,delete
scripts/mm0_1_ou25_line_provenance_audit.py,??,redundant_lab_script,36888,false,false,true,delete_after_consolidation,delete
scripts/mm0_2_toa_totals_backfill_audit.py,??,redundant_lab_script,49816,false,false,true,delete_after_consolidation,delete
scripts/mm0_3_line_preservation_scaffold_audit.py,??,retained_lab_script,25289,false,false,true,keep_as_lab_reference,keep
scripts/mm1_3_e2e_reliability_patch.py,??,redundant_lab_script,31000,false,false,true,delete_after_consolidation,delete
scripts/mm1_4_final_output_normalizer.py,??,retained_lab_script,24830,false,false,true,keep_as_lab_reference,keep
scripts/mm1_5_behavior_analysis.py,??,redundant_lab_script,43962,false,false,true,delete_after_consolidation,delete
scripts/mm1_6_expanded_shadow_cohort_plan.py,??,redundant_lab_script,32618,false,false,true,delete_after_consolidation,delete
scripts/mm1_7_candidate_universe_builder.py,??,redundant_lab_script,32354,false,false,true,delete_after_consolidation,delete
scripts/mm1_8_toa_historical_backfill_controlled.py,??,redundant_lab_script,47706,false,false,true,delete_after_consolidation,delete
scripts/mm1_9_expanded_prompt_package_build.py,??,redundant_lab_script,57997,false,false,true,delete_after_consolidation,delete
scripts/mm1_dsr_shadow_signal_test.py,??,redundant_lab_script,42394,false,false,true,delete_after_consolidation,delete
scripts/mm1_dsr_shadow_signal_test_compact_retry.py,??,redundant_lab_script,24446,false,false,true,delete_after_consolidation,delete
scripts/mm1_market_board_package_completion.py,??,redundant_lab_script,38575,false,false,true,delete_after_consolidation,delete
scripts/mm1_prompt_harness_dry_run.py,??,redundant_lab_script,52697,false,false,true,delete_after_consolidation,delete
scripts/mm1_safe_context_enrichment_package.py,??,redundant_lab_script,38979,false,false,true,delete_after_consolidation,delete
scripts/mm2_0_expanded_dsr_shadow_run.py,??,redundant_lab_script,53168,false,false,true,delete_after_consolidation,delete
scripts/mm2_0_latency_diagnostics.py,??,redundant_lab_script,26505,false,false,true,delete_after_consolidation,delete
scripts/mm2_1_settlement_performance_evaluation.py,??,redundant_lab_script,24625,false,false,true,delete_after_consolidation,delete
scripts/mm2_2_ds_input_visibility_audit.py,??,redundant_lab_script,49939,false,false,true,delete_after_consolidation,delete
scripts/mm2_3_sportmonks_includes_signal_lineage_audit.py,??,redundant_lab_script,37042,false,false,true,delete_after_consolidation,delete
scripts/mm2_3b_sportmonks_controlled_fixture_probe.py,??,redundant_lab_script,35398,false,false,true,delete_after_consolidation,delete
scripts/mm2_3c_sportmonks_reduced_entitlement_probe.py,??,redundant_lab_script,24702,false,false,true,delete_after_consolidation,delete
scripts/mm2_3d_sportmonks_prekickoff_enriched_probe.py,??,redundant_lab_script,30249,false,false,true,delete_after_consolidation,delete
scripts/mm2_4_timestamp_gated_enriched_context_adapter.py,??,retained_lab_script,36775,false,false,true,keep_as_lab_reference,keep
scripts/mm2_5_enriched_prompt_ab_package_build.py,??,redundant_lab_script,43016,false,false,true,delete_after_consolidation,delete
scripts/mm2_5b_base_context_join_repair.py,??,redundant_lab_script,32437,false,false,true,delete_after_consolidation,delete
scripts/mm2_6_dsr_stage1_ab_mini_run.py,??,redundant_lab_script,40717,false,false,true,delete_after_consolidation,delete
scripts/mm2_6r1_stage1_schema_reliability_repair.py,??,retained_lab_script,22907,false,false,true,keep_as_lab_reference,keep
scripts/mm2_6r2_enriched_signal_failure_analysis.py,??,retained_lab_script,46770,false,false,true,keep_as_lab_reference,keep
scripts/mm2_6r3_guardrail_v2_package_validation.py,??,redundant_lab_script,43130,false,false,true,delete_after_consolidation,delete
scripts/mm2_6r_stage1_ab_live_forward_universe_refresh.py,??,redundant_lab_script,56459,false,false,true,delete_after_consolidation,delete
scripts/mm2_7_enriched_directional_signal_gate_design.py,??,retained_lab_script,51175,false,false,true,keep_as_lab_reference,keep
scripts/mm2_7b_sidelined_importance_audit.py,??,redundant_lab_script,24553,false,false,true,delete_after_consolidation,delete
scripts/mm2_8a_enriched_gate_scanner_live_forward.py,??,redundant_lab_script,46903,false,false,true,delete_after_consolidation,delete
scripts/mm2_8c1_backtest_coverage_expansion.py,??,redundant_lab_script,11232,false,false,true,delete_after_consolidation,delete
scripts/mm2_8c2_fixture_universe_toa_match_audit.py,??,retained_lab_script,34511,false,false,true,keep_as_lab_reference,keep
scripts/mm2_8c4_toa_sport_key_repair_incremental_backfill.py,??,retained_lab_script,18318,false,false,true,keep_as_lab_reference,keep
scripts/mm2_8c5_baseline_dsr_backtest_on_repaired_market_board.py,??,retained_lab_script,16198,false,false,true,keep_as_lab_reference,keep
scripts/mm2_8c6_baseline_backtest_postmortem.py,??,retained_lab_script,27417,false,false,true,keep_as_lab_reference,keep
scripts/mm2_8c7_evaluate_model_bakeoff_outputs.py,??,retained_lab_script,16504,false,false,true,keep_as_lab_reference,keep
scripts/mm2_8c7_model_bakeoff_bundle_builder.py,??,redundant_lab_script,23080,false,false,true,delete_after_consolidation,delete
scripts/mm2_8c7b_evaluate_minimal_manual_outputs.py,??,redundant_lab_script,9042,false,false,true,delete_after_consolidation,delete
scripts/mm2_8c8_evaluate_minimal_replication_outputs.py,??,redundant_lab_script,18040,false,false,true,delete_after_consolidation,delete
scripts/mm2_8c8_minimal_prompt_replication_bundle_builder.py,??,redundant_lab_script,21577,false,false,true,delete_after_consolidation,delete
scripts/mm2_8c_baseline_multimarket_backtest_rebuild.py,??,retained_lab_script,47341,false,false,true,keep_as_lab_reference,keep
scripts/mm2_x_consolidated_findings_and_integration_map.py,??,retained_lab_script,37752,false,false,true,keep_as_lab_reference,keep
scripts/outputs/blind_scrubbed_ab_context_only_outputs.json,??,generated_output,6476,false,true,false,delete_after_consolidation,delete
scripts/outputs/blind_scrubbed_ab_market_context_comparison.csv,??,generated_output,1158,false,true,false,delete_after_consolidation,delete
scripts/outputs/blind_scrubbed_ab_market_only_outputs.json,??,generated_output,6939,false,true,false,delete_after_consolidation,delete
scripts/outputs/blind_scrubbed_ab_two_stage_outputs.json,??,generated_output,11832,false,true,false,delete_after_consolidation,delete
scripts/outputs/blind_scrubbed_replay_ds_inputs.json,??,generated_output,245748,false,true,false,delete_after_consolidation,delete
scripts/outputs/blind_scrubbed_replay_dsr_outputs.json,??,generated_output,251702,false,true,false,delete_after_consolidation,delete
scripts/outputs/blind_scrubbed_replay_rows.csv,??,generated_output,1663,false,true,false,delete_after_consolidation,delete
scripts/outputs/blind_scrubbed_replay_universe_scan.json,??,generated_output,31665,false,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_multi_market_picker_contract_draft.json,??,generated_output,6017,false,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/README.md,A,generated_output,2332,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/by_league.csv,A,generated_output,661,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/by_odds_band.csv,A,generated_output,764,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/by_run_group.csv,A,generated_output,484,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/by_run_key.csv,A,generated_output,1155,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/by_selection_side.csv,A,generated_output,522,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/by_source_path.csv,A,generated_output,498,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/by_time_window.csv,A,generated_output,831,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/phase4b_allowed_segments.csv,A,generated_output,2020,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/phase4b_holdout_plan.json,A,generated_output,1934,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/preregister_phase4b.md,A,generated_output,2486,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/preregister_phase4b_final.md,A,generated_output,6896,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4a_shadow_signal_diagnosis/summary.json,A,generated_output,4905,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4b_execution/README.md,A,generated_output,594,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4b_execution/by_segment_discovery_validation.csv,A,generated_output,4499,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4b_execution/do_not_interpret_segments.csv,A,generated_output,3586,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4b_execution/noise_segments.csv,A,generated_output,1244,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4b_execution/promising_candidates.csv,A,generated_output,331,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_phase4b_execution/summary.json,A,generated_output,2055,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_2026_ytd/README.md,A,generated_output,389,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_2026_ytd/backfill_2026_ytd_overview.csv,A,generated_output,745,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_2026_ytd/backfill_summary_2026_01.json,A,generated_output,690,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_2026_ytd/backfill_summary_2026_02.json,A,generated_output,690,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_2026_ytd/backfill_summary_2026_03.json,A,generated_output,690,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_2026_ytd/backfill_summary_2026_04.json,A,generated_output,650,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_subset5/README.md,A,generated_output,462,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_subset5/backfill_runs_overview.csv,A,generated_output,461,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_subset5/backfill_summary_2025_01_05.json,A,generated_output,643,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_subset5/backfill_summary_2025_07_12.json,A,generated_output,587,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_backfill_subset5/backfill_summary_2025_07_12_recovery.json,A,generated_output,643,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/README.md,A,generated_output,16194,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/ds_input_shadow_native_current_audit.md,A,generated_output,13765,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/ds_input_shadow_native_enriched_sample.json,A,generated_output,251812,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/ds_input_shadow_native_enrichment_design.md,A,generated_output,1069,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/ds_input_shadow_native_vs_original_gap.md,A,generated_output,1738,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_abstention_diff.csv,A,generated_output,5183,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_abstention_policy_v5.md,A,generated_output,1238,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_batching_experiment.md,A,generated_output,1262,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_contract_diff.md,A,generated_output,1222,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_empty_signal_autopsy.md,A,generated_output,1881,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_empty_signal_diff.csv,A,generated_output,3902,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_full_replay_by_league.csv,A,generated_output,309,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_full_replay_by_run.csv,A,generated_output,506,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_full_replay_summary.json,A,generated_output,7370,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_full_vs_non_dsr_eligible_slice.csv,A,generated_output,289,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_by_league.csv,A,generated_output,370,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_by_run.csv,A,generated_output,600,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_picks_detailed.csv,A,generated_output,70377,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_picks_detailed.json,A,generated_output,227451,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_picks_detailed_summary.json,A,generated_output,281,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_summary.json,A,generated_output,32515,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_v6_by_league.csv,A,generated_output,370,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_v6_by_run.csv,A,generated_output,600,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_v6_sample_audit.csv,A,generated_output,3133,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_v6_sample_audit.json,A,generated_output,208930,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_v6_sample_blind_only.csv,A,generated_output,83683,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_v6_sample_blind_only.json,A,generated_output,130518,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_full_replay_v6_summary.json,A,generated_output,32515,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_re_read_by_league.csv,A,generated_output,395,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_re_read_by_month.csv,A,generated_output,441,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_re_read_by_odds_band.csv,A,generated_output,349,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_re_read_by_run.csv,A,generated_output,825,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_re_read_by_selection_side.csv,A,generated_output,264,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_sample_context_only.json,A,generated_output,50929,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_sample_market_reveal.json,A,generated_output,72843,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_sample_two_stage_manifest.json,A,generated_output,1763,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_native_vs_non_dsr_same_slice.csv,A,generated_output,333,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_output_contract_v2.md,A,generated_output,1502,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_output_contract_v3.md,A,generated_output,1139,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_parser_autopsy.md,A,generated_output,2555,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pending_audit.csv,A,generated_output,56554,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pending_summary.json,A,generated_output,1768,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pick_visibility_contract.md,A,generated_output,1282,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_run_details.json,A,generated_output,9805,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_run_details_after_fix.json,A,generated_output,10000,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_run_details_contract_v2.json,A,generated_output,9594,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_run_details_contract_v3.json,A,generated_output,9865,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_run_details_contract_v4.json,A,generated_output,17154,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_run_details_contract_v5.json,A,generated_output,14505,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_sample.csv,A,generated_output,3738,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_summary.json,A,generated_output,1590,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_summary_after_fix.json,A,generated_output,3135,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_summary_contract_v2.json,A,generated_output,2657,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_summary_contract_v3.json,A,generated_output,2210,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_summary_contract_v4.json,A,generated_output,2172,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_pilot_summary_contract_v5.json,A,generated_output,2172,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_prompt_v6_favorite_bias_check.csv,A,generated_output,10231,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_prompt_v6_sample_details.json,A,generated_output,25060,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_prompt_v6_sample_summary.json,A,generated_output,2892,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_prompt_v6_spec.md,A,generated_output,3117,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_ready_gap_278_to_41.csv,A,generated_output,38708,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_ready_gap_summary.json,A,generated_output,1056,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_selection_source_contract.md,A,generated_output,3248,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_settlement_strategy.md,A,generated_output,3609,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_sportmonks_historical_reliability_check.csv,A,generated_output,1229,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_v6_request_probe_requests.json,A,generated_output,410438,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_v6_request_probe_responses.json,A,generated_output,3821,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_v6_request_probe_summary.json,A,generated_output,1887,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_vs_always_favorite_full_run.csv,A,generated_output,35336,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_vs_always_favorite_sample32.csv,A,generated_output,4615,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_vs_always_favorite_summary.json,A,generated_output,3228,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_vs_non_dsr_fair_by_league.csv,A,generated_output,497,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_vs_non_dsr_fair_comparison.csv,A,generated_output,276,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/dsr_vs_non_dsr_fair_summary.json,A,generated_output,3191,true,true,false,delete_after_consolidation,delete
scripts/outputs/bt2_shadow_dsr_replay/pending_settlement_policy.md,A,generated_output,2435,true,true,false,delete_after_consolidation,delete
