source_shadow_pick_id,home_team,away_team,consensus_FT_1X2_json,favorite_side_by_market,dsr_selection_side_canonical,favorite_benchmark_selection,same_pick_yes_no,evaluation_status_dsr,evaluation_status_baseline_non_dsr,evaluation_status_favorite,roi_dsr,roi_baseline_non_dsr,roi_favorite
337,Wolverhampton Wanderers,Chelsea,"{""away"": 1.6, ""home"": 5.48, ""draw"": 4.15}",away,away,away,yes,hit,hit,hit,0.6000000000000001,0.6000000000000001,0.6000000000000001
341,Heidenheim,Hamburger SV,"{""home"": 2.8899999999999997, ""away"": 2.4, ""draw"": 3.4}",away,away,away,yes,hit,miss,hit,1.4,-1.0,1.4
342,FSV Mainz 05,FC Augsburg,"{""away"": 3.7, ""home"": 2.0, ""draw"": 3.5}",home,home,home,yes,hit,miss,hit,1.0,-1.0,1.0
343,St. Pauli,VfB Stuttgart,"{""home"": 4.75, ""away"": 1.74, ""draw"": 3.6500000000000004}",away,away,away,yes,miss,hit,miss,-1.0,4.0,-1.0
344,SC Freiburg,Werder Bremen,"{""home"": 2.0, ""away"": 3.605, ""draw"": 3.55}",home,home,home,yes,hit,hit,hit,1.0,1.0,1.0
345,VfL Wolfsburg,Borussia Dortmund,"{""away"": 1.69, ""home"": 4.53, ""draw"": 4.1}",away,away,away,yes,hit,hit,hit,0.69,0.6699999999999999,0.69
346,Borussia Mönchengladbach,Bayer 04 Leverkusen,"{""away"": 2.0, ""home"": 3.65, ""draw"": 3.6}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
356,Lens,Rennes,"{""home"": 1.56, ""away"": 5.75, ""draw"": 4.3}",home,home,home,yes,hit,hit,hit,0.56,0.56,0.56
357,Brest,Lorient,"{""home"": 2.3, ""away"": 3.275, ""draw"": 3.16}",home,home,home,yes,hit,hit,hit,1.2999999999999998,1.35,1.2999999999999998
369,Genoa,Napoli,"{""home"": 4.5, ""away"": 2.0, ""draw"": 3.0}",away,away,away,yes,hit,miss,hit,1.0,-1.0,1.0
370,Fiorentina,Torino,"{""home"": 1.67, ""away"": 5.3, ""draw"": 3.775}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
381,Real Sociedad,Elche,"{""away"": 5.2, ""home"": 1.65, ""draw"": 4.0}",home,home,home,yes,hit,miss,hit,0.6499999999999999,-1.0,0.6499999999999999
347,FC Köln,RB Leipzig,"{""home"": 3.55, ""away"": 1.95, ""draw"": 3.925}",away,away,away,yes,hit,miss,hit,0.95,-1.0,0.95
348,FC Bayern München,TSG Hoffenheim,"{""away"": 8.525, ""draw"": 6.5, ""home"": 1.31}",home,home,home,yes,hit,hit,hit,0.31000000000000005,0.27,0.31000000000000005
359,Nice,Monaco,"{""away"": 2.1, ""home"": 3.2, ""draw"": 3.825}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
360,Angers SCO,Toulouse,"{""home"": 4.0, ""away"": 2.05, ""draw"": 3.2}",away,away,away,yes,miss,hit,miss,-1.0,3.0,-1.0
361,Le Havre,Strasbourg,"{""home"": 4.2, ""away"": 1.87, ""draw"": 3.625}",away,away,away,yes,miss,hit,miss,-1.0,3.3,-1.0
371,Bologna,Parma,"{""home"": 1.67, ""away"": 5.35, ""draw"": 3.76}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
372,Lecce,Udinese,"{""home"": 3.08, ""away"": 2.6550000000000002, ""draw"": 2.8049999999999997}",away,away,away,yes,miss,hit,miss,-1.0,2.1,-1.0
373,Sassuolo,Inter,"{""away"": 1.43, ""home"": 7.5, ""draw"": 4.55}",away,away,away,yes,hit,hit,hit,0.42999999999999994,0.41999999999999993,0.42999999999999994
382,Deportivo Alavés,Getafe,"{""home"": 2.35, ""away"": 4.05, ""draw"": 2.7}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
383,Athletic Club,Levante,"{""home"": 1.61, ""away"": 5.8, ""draw"": 3.87}",home,home,home,yes,hit,hit,hit,0.6100000000000001,0.6100000000000001,0.6100000000000001
384,Sevilla,Girona,"{""away"": 3.65, ""home"": 2.07, ""draw"": 3.4}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
385,Atlético Madrid,Real Betis,"{""home"": 1.47, ""away"": 6.55, ""draw"": 4.7}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
349,Borussia Dortmund,FSV Mainz 05,"{""home"": 1.61, ""away"": 5.175000000000001, ""draw"": 4.25}",home,home,home,yes,hit,hit,hit,0.6100000000000001,0.6100000000000001,0.6100000000000001
386,Brighton & Hove Albion,Nottingham Forest,"{""home"": 2.17, ""away"": 3.4, ""draw"": 3.4}",home,unknown,home,no,no_evaluable,hit,hit,,1.19,1.17
387,Fulham,Tottenham Hotspur,"{""home"": 2.0, ""away"": 3.6, ""draw"": 3.65}",home,unknown,home,no,no_evaluable,hit,hit,,1.0,1.0
388,Manchester United,Crystal Palace,"{""away"": 6.0, ""home"": 1.52, ""draw"": 4.5}",home,home,home,yes,hit,miss,hit,0.52,-1.0,0.52
389,Arsenal,Chelsea,"{""home"": 1.56, ""away"": 5.75, ""draw"": 4.3}",home,home,home,yes,hit,hit,hit,0.56,0.5700000000000001,0.56
398,VfB Stuttgart,VfL Wolfsburg,"{""home"": 1.36, ""away"": 7.25, ""draw"": 5.5}",home,home,home,yes,hit,hit,hit,0.3600000000000001,0.3400000000000001,0.3600000000000001
399,Eintracht Frankfurt,SC Freiburg,"{""home"": 2.105, ""away"": 3.4, ""draw"": 3.5}",home,home,home,yes,hit,hit,hit,1.105,1.1,1.105
400,Hamburger SV,RB Leipzig,"{""home"": 3.8, ""away"": 1.89, ""draw"": 3.775}",away,away,away,yes,hit,miss,hit,0.8899999999999999,-1.0,0.8899999999999999
410,Paris,Nice,"{""away"": 2.85, ""home"": 2.5, ""draw"": 3.3}",home,home,home,yes,hit,miss,hit,1.5,-1.0,1.5
411,LOSC Lille,Nantes,"{""home"": 1.55, ""away"": 6.0, ""draw"": 4.15}",home,home,home,yes,hit,hit,hit,0.55,0.54,0.55
412,Lorient,Auxerre,"{""away"": 3.6, ""home"": 2.15, ""draw"": 3.2}",home,unknown,home,no,no_evaluable,miss,miss,,-1.0,-1.0
413,Metz,Brest,"{""away"": 2.15, ""home"": 3.4, ""draw"": 3.325}",away,away,away,yes,hit,hit,hit,1.15,1.2000000000000002,1.15
422,Cremonese,AC Milan,"{""away"": 1.38, ""home"": 8.5, ""draw"": 4.6}",away,away,away,yes,hit,hit,hit,0.3799999999999999,0.3799999999999999,0.3799999999999999
423,Sassuolo,Atalanta,"{""away"": 2.1, ""home"": 3.575, ""draw"": 3.325}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
424,Torino,Lazio,"{""away"": 2.85, ""home"": 2.79, ""draw"": 2.85}",home,home,home,yes,hit,miss,hit,1.79,-1.0,1.79
425,Roma,Juventus,"{""home"": 2.6, ""away"": 2.975, ""draw"": 3.01}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
434,Elche,Espanyol,"{""home"": 2.47, ""away"": 3.0, ""draw"": 3.2}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
435,Valencia,Osasuna,"{""away"": 3.15, ""home"": 2.45, ""draw"": 3.1}",home,home,home,yes,hit,miss,hit,1.4500000000000002,-1.0,1.4500000000000002
