run_key,shadow_daily_pick_id,sm_fixture_id,bt2_event_id,kickoff_utc,league_name,home_team,away_team,market_canonical,selection_canonical,selected_team,selected_decimal_odds,implied_probability,home_odds,draw_odds,away_odds,odds_rank_of_selection,dsr_model,dsr_prompt_version,parse_status,no_pick_reason,response_excerpt,evaluation_status,result_score_text,truth_hit
shadow-dsr-native-full-20260428-214014,497,19155250,31493,2025-01-04T14:45:00-05:00,Serie A,Hellas Verona,Udinese,FT_1X2,away,Udinese,2.46,0.406504,3.15,3.0,2.46,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Udinese[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,498,19155253,31496,2025-01-05T06:30:00-05:00,Serie A,Monza,Cagliari,FT_1X2,home,Monza,2.45,0.408163,2.45,3.15,3.025,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Monza[/selected_team][no_pick_reason][/no_pick_reason],miss,1-2,False
shadow-dsr-native-full-20260428-214014,499,19154681,30924,2025-01-10T14:45:00-05:00,Bundesliga,Borussia Dortmund,Bayer 04 Leverkusen,FT_1X2,away,Bayer 04 Leverkusen,1.94,0.515464,3.575,3.6500000000000004,1.94,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Bayer Leverkusen[/selected_team][no_pick_reason][/no_pick_reason],hit,2-3,True
shadow-dsr-native-full-20260428-214014,500,19135438,25050,2025-01-10T15:00:00-05:00,La Liga,Rayo Vallecano,Celta de Vigo,FT_1X2,home,Rayo Vallecano,2.74,0.364964,2.74,3.1,2.74,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Rayo Vallecano[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,501,19154682,30925,2025-01-11T09:30:00-05:00,Bundesliga,TSG Hoffenheim,VfL Wolfsburg,FT_1X2,home,TSG Hoffenheim,2.36,0.423729,2.3600000000000003,3.5,2.955,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]TSG Hoffenheim[/selected_team][no_pick_reason][/no_pick_reason],miss,0-1,False
shadow-dsr-native-full-20260428-214014,502,19154683,30926,2025-01-11T09:30:00-05:00,Bundesliga,Heidenheim,FC Union Berlin,FT_1X2,away,FC Union Berlin,2.55,0.392157,2.85,3.2649999999999997,2.55,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Union Berlin[/selected_team][no_pick_reason][/no_pick_reason],miss,2-0,False
shadow-dsr-native-full-20260428-214014,503,19154684,30927,2025-01-11T09:30:00-05:00,Bundesliga,SC Freiburg,Holstein Kiel,FT_1X2,home,SC Freiburg,1.435,0.696864,1.435,4.8,6.725,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]SC Freiburg[/selected_team][no_pick_reason][/no_pick_reason],hit,3-2,True
shadow-dsr-native-full-20260428-214014,504,19135434,25046,2025-01-11T08:00:00-05:00,La Liga,Deportivo Alavés,Girona,FT_1X2,away,Girona,2.4,0.416667,3.2,3.075,2.4,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Girona[/selected_team][no_pick_reason][/no_pick_reason],hit,0-1,True
shadow-dsr-native-full-20260428-214014,505,19135437,25049,2025-01-11T10:15:00-05:00,La Liga,Real Valladolid,Real Betis,FT_1X2,away,Real Betis,1.68,0.595238,5.525,3.625,1.68,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Real Betis[/selected_team][no_pick_reason][/no_pick_reason],miss,1-0,False
shadow-dsr-native-full-20260428-214014,506,19427455,,,Premier League,,,FT_1X2,home,Liverpool,1.3,0.769231,1.3,6.25,9.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Liverpool[/selected_team][no_pick_reason][/no_pick_reason],hit,4-2,True
shadow-dsr-native-full-20260428-214014,507,19433447,,,Ligue 1,,,FT_1X2,away,Marseille,1.95,0.512821,3.8,3.6,1.95,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Marseille[/selected_team][no_pick_reason][/no_pick_reason],miss,1-0,False
shadow-dsr-native-full-20260428-214014,508,19439255,,,La Liga,,,FT_1X2,home,Girona,2.27,0.440529,2.27,3.225,3.3,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Girona[/selected_team][no_pick_reason][/no_pick_reason],miss,1-3,False
shadow-dsr-native-full-20260428-214014,509,19439259,,,La Liga,,,FT_1X2,home,Villarreal,1.39,0.719424,1.39,4.725,8.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Villarreal[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,510,19427456,,,Premier League,,,FT_1X2,home,Aston Villa,2.33,0.429185,2.33,3.54,2.95,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Aston Villa[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,511,19427457,,,Premier League,,,FT_1X2,home,Brighton and Hove Albion,1.875,0.533333,1.875,3.7,4.1,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Brighton and Hove Albion[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,512,19427459,,,Premier League,,,FT_1X2,away,West Ham United,2.29,0.436681,3.45,3.16,2.29,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]West Ham United[/selected_team][no_pick_reason][/no_pick_reason],miss,3-0,False
shadow-dsr-native-full-20260428-214014,513,19433444,,,Ligue 1,,,FT_1X2,home,Nice,2.12,0.471698,2.12,3.3099999999999996,3.6,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Nice[/selected_team][no_pick_reason][/no_pick_reason],miss,0-1,False
shadow-dsr-native-full-20260428-214014,514,19439256,,,La Liga,,,FT_1X2,away,Barcelona,1.355,0.738007,8.225,5.425000000000001,1.355,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Barcelona[/selected_team][no_pick_reason][/no_pick_reason],hit,0-3,True
shadow-dsr-native-full-20260428-214014,515,19439252,,,La Liga,,,FT_1X2,home,Alavés,2.13,0.469484,2.13,3.1100000000000003,3.8499999999999996,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Alavés[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,516,19431623,,,Bundesliga,,,FT_1X2,home,Eintracht Frankfurt,1.665,0.600601,1.665,4.3,4.75,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Eintracht Frankfurt[/selected_team][no_pick_reason][/no_pick_reason],hit,4-1,True
shadow-dsr-native-full-20260428-214014,517,19433478,,,Bundesliga,,,FT_1X2,away,VfL Wolfsburg,2.51,0.398406,2.775,3.3899999999999997,2.51,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]VfL Wolfsburg[/selected_team][no_pick_reason][/no_pick_reason],hit,1-3,True
shadow-dsr-native-full-20260428-214014,518,19433479,,,Bundesliga,,,FT_1X2,away,VfB Stuttgart,1.935,0.516796,3.8,3.75,1.935,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]VfB Stuttgart[/selected_team][no_pick_reason][/no_pick_reason],miss,2-1,False
shadow-dsr-native-full-20260428-214014,519,19424884,,,Serie A,,,FT_1X2,home,Genoa,1.71,0.584795,1.71,3.45,5.67,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Genoa[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,520,19424889,,,Serie A,,,FT_1X2,away,Napoli,1.635,0.611621,5.865,3.775,1.635,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Napoli[/selected_team][no_pick_reason][/no_pick_reason],hit,0-2,True
shadow-dsr-native-full-20260428-214014,521,19424887,,,Serie A,,,FT_1X2,home,AC Milan,1.39,0.719424,1.39,4.824999999999999,8.025,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AC Milan[/selected_team][no_pick_reason][/no_pick_reason],miss,1-2,False
shadow-dsr-native-full-20260428-214014,522,19424888,,,Serie A,,,FT_1X2,home,AS Roma,2.1,0.47619,2.1,3.2,3.76,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AS Roma[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,523,19427640,,,Premier League,,,FT_1X2,home,Crystal Palace,2.2,0.454545,2.2,3.25,3.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Crystal Palace[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,524,19427641,,,Premier League,,,FT_1X2,home,Liverpool,1.53,0.653595,1.53,4.33,6.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Liverpool[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,525,19427637,,,Premier League,,,FT_1X2,home,Brentford,2.3,0.434783,2.3,3.55,3.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Brentford[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,526,19427644,,,Premier League,,,FT_1X2,away,Manchester City,1.41,0.70922,7.5,4.9,1.41,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Manchester City[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,527,19433885,,,Ligue 1,,,FT_1X2,home,Toulouse,2.49,0.401606,2.49,3.3,2.9,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Toulouse[/selected_team][no_pick_reason][/no_pick_reason],miss,0-3,False
shadow-dsr-native-full-20260428-214014,528,19425052,,,Serie A,,,FT_1X2,away,AC Milan,1.6,0.625,5.875,3.8,1.6,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AC Milan[/selected_team][no_pick_reason][/no_pick_reason],hit,0-1,True
shadow-dsr-native-full-20260428-214014,529,19439426,,,La Liga,,,FT_1X2,home,Rayo Vallecano,2.05,0.487805,2.05,2.88,4.65,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Rayo Vallecano[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,530,19427646,,,Premier League,,,FT_1X2,home,Aston Villa,1.87,0.534759,1.87,3.57,4.2,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Aston Villa[/selected_team][no_pick_reason][/no_pick_reason],hit,3-1,True
shadow-dsr-native-full-20260428-214014,531,19427648,,,Premier League,,,FT_1X2,home,Brighton and Hove Albion,1.48,0.675676,1.48,4.5,7.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Brighton and Hove Albion[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,532,19427655,,,Premier League,,,FT_1X2,home,Wolverhampton Wanderers,2.65,0.377358,2.65,3.3,2.75,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Wolverhampton Wanderers[/selected_team][no_pick_reason][/no_pick_reason],hit,3-0,True
shadow-dsr-native-full-20260428-214014,533,19427647,,,Premier League,,,FT_1X2,away,Arsenal,1.5,0.666667,6.15,4.5,1.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Arsenal[/selected_team][no_pick_reason][/no_pick_reason],hit,2-3,True
shadow-dsr-native-full-20260428-214014,534,19433881,,,Ligue 1,,,FT_1X2,away,Strasbourg,2.2,0.454545,3.2,3.525,2.2,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Strasbourg[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,535,19433879,,,Ligue 1,,,FT_1X2,home,Lille,1.69,0.591716,1.69,3.95,4.8,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Lille[/selected_team][no_pick_reason][/no_pick_reason],miss,0-2,False
shadow-dsr-native-full-20260428-214014,536,19425053,,,Serie A,,,FT_1X2,home,Como,1.755,0.569801,1.755,3.5599999999999996,5.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Como[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,537,19425055,,,Serie A,,,FT_1X2,home,Genoa,1.95,0.512821,1.95,3.0,4.85,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Genoa[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,538,19425060,,,Serie A,,,FT_1X2,home,Sassuolo,2.0,0.5,2.0,3.2,4.199999999999999,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Sassuolo[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,539,19425051,,,Serie A,,,FT_1X2,home,Atalanta BC,2.3,0.434783,2.3,3.0,3.4,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Atalanta BC[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,540,19439420,,,La Liga,,,FT_1X2,home,Celta Vigo,1.99,0.502513,1.99,3.25,4.1,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Celta Vigo[/selected_team][no_pick_reason][/no_pick_reason],hit,4-1,True
shadow-dsr-native-full-20260428-214014,541,19439425,,,La Liga,,,FT_1X2,away,Athletic Bilbao,2.55,0.392157,3.12,2.95,2.55,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Athletic Bilbao[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,542,19439422,,,La Liga,,,FT_1X2,away,Villarreal,2.15,0.465116,3.4,3.5,2.15,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Villarreal[/selected_team][no_pick_reason][/no_pick_reason],hit,1-3,True
shadow-dsr-native-full-20260428-214014,543,19439423,,,La Liga,,,FT_1X2,away,Barcelona,1.49,0.671141,6.0,4.75,1.49,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Barcelona[/selected_team][no_pick_reason][/no_pick_reason],hit,0-2,True
shadow-dsr-native-full-20260428-214014,544,19427651,,,Premier League,,,FT_1X2,home,Leeds United,2.65,0.377358,2.65,3.35,2.65,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Leeds United[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,545,19427649,,,Premier League,,,FT_1X2,home,Everton,2.45,0.408163,2.45,3.15,3.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Everton[/selected_team][no_pick_reason][/no_pick_reason],miss,2-4,False
shadow-dsr-native-full-20260428-214014,546,19427653,,,Premier League,,,FT_1X2,home,Newcastle United,1.67,0.598802,1.67,3.95,5.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Newcastle United[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,547,19427654,,,Premier League,,,FT_1X2,home,Tottenham Hotspur,1.91,0.52356,1.91,3.4,4.2,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Tottenham Hotspur[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,548,19433878,,,Ligue 1,,,FT_1X2,home,Le Havre,2.15,0.465116,2.15,3.3,3.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Le Havre[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,549,19433880,,,Ligue 1,,,FT_1X2,home,Lorient,1.83,0.546448,1.83,3.6,4.3,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Lorient[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,550,19433884,,,Ligue 1,,,FT_1X2,home,Brest,1.885,0.530504,1.8849999999999998,3.4,4.34,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Brest[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,551,19425059,,,Serie A,,,FT_1X2,away,Napoli,2.24,0.446429,3.7,2.975,2.24,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Napoli[/selected_team][no_pick_reason][/no_pick_reason],hit,0-2,True
shadow-dsr-native-full-20260428-214014,552,19425054,,,Serie A,,,FT_1X2,home,Fiorentina,1.74,0.574713,1.74,3.675,4.875,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Fiorentina[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,553,19425056,,,Serie A,,,FT_1X2,home,Hellas Verona,2.75,0.363636,2.75,2.85,2.9,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Hellas Verona[/selected_team][no_pick_reason][/no_pick_reason],miss,0-3,False
shadow-dsr-native-full-20260428-214014,554,19425057,,,Serie A,,,FT_1X2,home,Inter Milan,1.4,0.714286,1.4,4.775,7.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Inter Milan[/selected_team][no_pick_reason][/no_pick_reason],hit,3-1,True
shadow-dsr-native-full-20260428-214014,555,19439429,,,La Liga,,,FT_1X2,home,Sevilla,1.74,0.574713,1.74,3.6,4.8,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Sevilla[/selected_team][no_pick_reason][/no_pick_reason],miss,0-3,False
shadow-dsr-native-full-20260428-214014,556,19439427,,,La Liga,,,FT_1X2,home,Real Madrid,1.51,0.662252,1.51,4.6,5.85,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Real Madrid[/selected_team][no_pick_reason][/no_pick_reason],hit,5-1,True
shadow-dsr-native-full-20260428-214014,557,19439421,,,La Liga,,,FT_1X2,home,Alavés,1.87,0.534759,1.87,3.065,5.25,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Alavés[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,558,19439424,,,La Liga,,,FT_1X2,home,Mallorca,2.2,0.454545,2.2,3.15,3.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Mallorca[/selected_team][no_pick_reason][/no_pick_reason],miss,1-2,False
shadow-dsr-native-full-20260428-214014,559,19439428,,,La Liga,,,FT_1X2,away,Atlético Madrid,1.91,0.52356,4.0,3.6,1.91,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Atlético Madrid[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,560,19425068,,,Serie A,,,FT_1X2,away,Como,1.76,0.568182,5.275,3.4,1.76,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Como[/selected_team][no_pick_reason][/no_pick_reason],hit,0-3,True
shadow-dsr-native-full-20260428-214014,561,19425064,,,Serie A,,,FT_1X2,away,AS Roma,1.77,0.564972,5.25,3.325,1.77,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AS Roma[/selected_team][no_pick_reason][/no_pick_reason],hit,0-2,True
shadow-dsr-native-full-20260428-214014,562,19433614,,,Bundesliga,,,FT_1X2,away,Borussia Dortmund,2.04,0.490196,3.4,3.7,2.04,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Borussia Dortmund[/selected_team][no_pick_reason][/no_pick_reason],miss,3-3,False
shadow-dsr-native-full-20260428-214014,563,19439432,,,La Liga,,,FT_1X2,away,Real Sociedad,2.35,0.425532,3.55,2.85,2.35,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Real Sociedad[/selected_team][no_pick_reason][/no_pick_reason],hit,1-2,True
shadow-dsr-native-full-20260428-214014,564,19433610,,,Bundesliga,,,FT_1X2,away,1. FC Köln,2.505,0.399202,2.745,3.45,2.505,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]1. FC Köln[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,565,19433611,,,Bundesliga,,,FT_1X2,home,Union Berlin,2.15,0.465116,2.15,3.125,3.675,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Union Berlin[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,566,19433617,,,Bundesliga,,,FT_1X2,home,SC Freiburg,1.745,0.573066,1.745,3.6,4.95,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]SC Freiburg[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,567,19433612,,,Bundesliga,,,FT_1X2,home,Bayer Leverkusen,2.15,0.465116,2.15,3.8,3.1,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Bayer Leverkusen[/selected_team][no_pick_reason][/no_pick_reason],miss,1-4,False
shadow-dsr-native-full-20260428-214014,568,19439436,,,La Liga,,,FT_1X2,away,Real Betis,2.03,0.492611,4.0,3.3,2.03,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Real Betis[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,569,19433613,,,Bundesliga,,,FT_1X2,home,Borussia Monchengladbach,1.91,0.52356,1.91,3.625,4.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Borussia Monchengladbach[/selected_team][no_pick_reason][/no_pick_reason],hit,4-0,True
shadow-dsr-native-full-20260428-214014,570,19433626,,,Bundesliga,,,FT_1X2,home,VfB Stuttgart,1.625,0.615385,1.625,4.3,4.75,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]VfB Stuttgart[/selected_team][no_pick_reason][/no_pick_reason],hit,3-2,True
shadow-dsr-native-full-20260428-214014,571,19433620,,,Bundesliga,,,FT_1X2,home,FSV Mainz 05,1.77,0.564972,1.77,3.75,4.55,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]FSV Mainz 05[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
