target_week,fixture_id,event_id,kickoff_utc,kickoff_day_utc,kickoff_hour_utc,hour_bucket_utc,iso_week_fixture,league_id,league_name,league_tier,league_country,n_lines_before_filter,n_lines_t60,n_lines_lbu_null,value_pool,data_completeness_score,ft1x2_home_consensus,ft1x2_draw,ft1x2_away,market_coverage_keys,observable_reason
2025-W20,19419465,43399,2025-05-12T18:30:00-05:00,2025-05-12,23,18-23,2025-W20,62758,Liga Profesional de Fútbol,A,,87,64,0,True,12,1.38,4.4,9.25,FT_1X2,value_pool_true
2025-W20,19390929,42018,2025-05-12T19:00:00-05:00,2025-05-13,0,00-05,2025-W20,65838,Serie B,unknown,,85,62,0,True,12,2.285,2.95,3.25,FT_1X2,value_pool_true
2025-W20,19399903,42430,2025-05-13T09:00:00-05:00,2025-05-13,14,12-17,2025-W20,59634,Premier League,unknown,,44,39,0,True,12,4.6,3.0,1.77,FT_1X2,value_pool_true
2025-W20,19399904,42431,2025-05-13T09:00:00-05:00,2025-05-13,14,12-17,2025-W20,59634,Premier League,unknown,,78,46,0,True,12,5.15,3.95,1.53,FT_1X2,value_pool_true
2025-W20,19416802,43352,2025-05-13T09:10:00-05:00,2025-05-13,14,12-17,2025-W20,48847,UAE Pro League,unknown,,76,47,0,True,12,1.57,4.0,4.6,FT_1X2,value_pool_true
2025-W20,19416801,43351,2025-05-13T09:10:00-05:00,2025-05-13,14,12-17,2025-W20,48847,UAE Pro League,unknown,,73,50,0,False,0,10.25,6.5,,,vp_false_dcs0_agregado_sin_consenso_util
2025-W20,19416317,43219,2025-05-13T09:45:00-05:00,2025-05-13,14,12-17,2025-W20,45514,First League,unknown,,76,47,0,True,12,3.4,2.93,2.15,FT_1X2,value_pool_true
2025-W20,19135649,25218,2025-05-13T12:00:00-05:00,2025-05-13,17,12-17,2025-W20,48313,La Liga,S,,85,56,0,True,12,4.640000000000001,3.895,1.73,FT_1X2,value_pool_true
2025-W20,19416804,43354,2025-05-13T12:00:00-05:00,2025-05-13,17,12-17,2025-W20,48847,UAE Pro League,unknown,,72,37,0,True,12,2.5,3.65,2.38,FT_1X2,value_pool_true
2025-W20,19416803,43353,2025-05-13T12:00:00-05:00,2025-05-13,17,12-17,2025-W20,48847,UAE Pro League,unknown,,76,47,0,True,12,2.8,3.6,2.14,FT_1X2,value_pool_true
2025-W20,19399906,42433,2025-05-13T12:00:00-05:00,2025-05-13,17,12-17,2025-W20,59634,Premier League,unknown,,78,46,0,True,12,2.725,3.1,2.4699999999999998,FT_1X2,value_pool_true
2025-W20,19399905,42432,2025-05-13T12:00:00-05:00,2025-05-13,17,12-17,2025-W20,59634,Premier League,unknown,,78,46,0,True,12,5.65,3.7,1.56,FT_1X2,value_pool_true
2025-W20,19416705,43289,2025-05-13T12:15:00-05:00,2025-05-13,17,12-17,2025-W20,45514,First League,unknown,,76,47,0,False,0,,6.5,12.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W20,19262656,36897,2025-05-13T12:30:00-05:00,2025-05-13,17,12-17,2025-W20,57502,Premier League,unknown,,85,56,0,True,12,1.36,4.4,8.17,FT_1X2,value_pool_true
2025-W20,19135648,25217,2025-05-13T13:00:00-05:00,2025-05-13,18,18-23,2025-W20,48313,La Liga,S,,85,56,0,True,12,2.3,3.275,3.1,FT_1X2,value_pool_true
2025-W20,19167989,33620,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,87,61,0,True,12,3.25,3.0,2.3,FT_1X2,value_pool_true
2025-W20,19167990,33621,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,85,59,0,True,12,3.0,2.96,2.45,FT_1X2,value_pool_true
2025-W20,19167991,33622,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,87,61,0,True,12,2.0,3.2,3.52,FT_1X2,value_pool_true
2025-W20,19167992,33623,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,87,61,0,True,12,3.25,3.0,2.3,FT_1X2,value_pool_true
2025-W20,19167993,33624,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,87,61,0,True,12,1.44,4.4,6.26,FT_1X2,value_pool_true
2025-W20,19167994,33625,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,87,61,0,True,12,2.29,3.3,3.0,FT_1X2,value_pool_true
2025-W20,19167995,33626,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,87,61,0,True,12,3.48,3.35,2.1,FT_1X2,value_pool_true
2025-W20,19167996,33627,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,87,61,0,True,12,1.4,5.3,9.0,FT_1X2,value_pool_true
2025-W20,19167997,33628,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,87,61,0,True,12,3.1,3.25,2.23,FT_1X2,value_pool_true
2025-W20,19416789,43339,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,46768,Super League,unknown,,78,46,0,True,12,1.75,3.7,4.3,FT_1X2,value_pool_true
2025-W20,19416790,43340,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,46768,Super League,unknown,,76,47,0,True,12,2.25,3.52,2.84,FT_1X2,value_pool_true
2025-W20,19167988,33619,2025-05-13T13:30:00-05:00,2025-05-13,18,18-23,2025-W20,55932,Serie B,B,,81,60,0,True,12,1.44,4.2,7.0,FT_1X2,value_pool_true
2025-W20,19419266,43378,2025-05-13T13:45:00-05:00,2025-05-13,18,18-23,2025-W20,67402,Premiership Play-Offs,unknown,,80,51,0,True,12,3.35,3.2,2.13,FT_1X2,value_pool_true
2025-W20,19419259,43371,2025-05-13T14:00:00-05:00,2025-05-13,19,18-23,2025-W20,47125,Championship,B,,80,51,0,True,12,2.35,3.4,2.92,FT_1X2,value_pool_true
2025-W20,19135651,25220,2025-05-13T14:30:00-05:00,2025-05-13,19,18-23,2025-W20,48313,La Liga,S,,85,56,0,True,12,1.6749999999999998,3.75,5.135,FT_1X2,value_pool_true
2025-W20,19402318,42698,2025-05-13T17:00:00-05:00,2025-05-13,22,18-23,2025-W20,61667,Copa Sudamericana,B,,78,49,0,True,12,1.72,3.45,5.1,FT_1X2,value_pool_true
2025-W20,19402291,42671,2025-05-13T17:00:00-05:00,2025-05-13,22,18-23,2025-W20,61667,Copa Sudamericana,B,,78,49,0,True,12,1.33,5.1,7.8,FT_1X2,value_pool_true
2025-W20,19402103,42601,2025-05-13T17:00:00-05:00,2025-05-13,22,18-23,2025-W20,61637,Copa Libertadores,A,,78,49,0,True,12,4.2,3.2,1.94,FT_1X2,value_pool_true
2025-W20,19402127,42625,2025-05-13T19:30:00-05:00,2025-05-14,0,00-05,2025-W20,61637,Copa Libertadores,A,,87,61,0,True,12,1.51,3.85,6.5,FT_1X2,value_pool_true
2025-W20,19402151,42649,2025-05-13T19:30:00-05:00,2025-05-14,0,00-05,2025-W20,61637,Copa Libertadores,A,,87,61,0,True,12,2.63,3.25,2.6,FT_1X2,value_pool_true
2025-W20,19402329,42709,2025-05-13T19:30:00-05:00,2025-05-14,0,00-05,2025-W20,61667,Copa Sudamericana,B,,80,51,0,True,12,1.53,3.8,6.1,FT_1X2,value_pool_true
2025-W20,19402348,42728,2025-05-13T19:30:00-05:00,2025-05-14,0,00-05,2025-W20,61667,Copa Sudamericana,B,,78,49,0,True,12,1.74,3.4,5.1,FT_1X2,value_pool_true
2025-W20,19402349,42729,2025-05-13T19:30:00-05:00,2025-05-14,0,00-05,2025-W20,61667,Copa Sudamericana,B,,80,51,0,True,12,2.7,3.1,2.62,FT_1X2,value_pool_true
2025-W20,19374026,41193,2025-05-13T19:30:00-05:00,2025-05-14,0,00-05,2025-W20,62494,Liga BetPlay,A,,83,57,0,True,12,1.88,3.05,4.7,FT_1X2,value_pool_true
2025-W20,19402079,42577,2025-05-13T19:30:00-05:00,2025-05-14,0,00-05,2025-W20,61637,Copa Libertadores,A,,87,61,0,True,12,1.335,5.1,11.0,FT_1X2,value_pool_true
2025-W20,19348469,39934,2025-05-14T05:00:00-05:00,2025-05-14,10,06-11,2025-W20,62684,J1 League,A,,80,51,0,True,12,1.78,3.45,4.66,FT_1X2,value_pool_true
2025-W20,19348470,39935,2025-05-14T05:00:00-05:00,2025-05-14,10,06-11,2025-W20,62684,J1 League,A,,80,51,0,True,12,3.6,3.65,1.93,FT_1X2,value_pool_true
2025-W20,19416723,43307,2025-05-14T07:15:00-05:00,2025-05-14,12,12-17,2025-W20,45514,First League,unknown,,73,47,0,True,12,2.2,2.98,3.3,FT_1X2,value_pool_true
2025-W20,19416704,43288,2025-05-14T09:45:00-05:00,2025-05-14,14,12-17,2025-W20,45514,First League,unknown,,76,47,0,True,12,2.8,3.2,2.31,FT_1X2,value_pool_true
2025-W20,19400371,42506,2025-05-14T10:00:00-05:00,2025-05-14,15,12-17,2025-W20,56618,Super League,unknown,,76,47,0,True,12,1.59,3.6,5.7,FT_1X2,value_pool_true
2025-W20,19415706,43201,2025-05-14T11:30:00-05:00,2025-05-14,16,12-17,2025-W20,55548,Russian Cup,unknown,,37,28,0,True,12,2.36,3.0,3.325,FT_1X2,value_pool_true
2025-W20,19400369,42504,2025-05-14T12:00:00-05:00,2025-05-14,17,12-17,2025-W20,56618,Super League,unknown,,80,51,0,True,12,2.0,3.55,3.3,FT_1X2,value_pool_true
2025-W20,19135643,25212,2025-05-14T12:00:00-05:00,2025-05-14,17,12-17,2025-W20,48313,La Liga,S,,85,56,0,True,12,2.255,2.9,3.745,FT_1X2,value_pool_true
2025-W20,19135652,25221,2025-05-14T12:00:00-05:00,2025-05-14,17,12-17,2025-W20,48313,La Liga,S,,85,56,0,True,12,1.3050000000000002,5.6,9.25,FT_1X2,value_pool_true
2025-W20,19347752,39770,2025-05-14T12:00:00-05:00,2025-05-14,17,12-17,2025-W20,61244,Allsvenskan,A,,80,51,0,True,12,1.7,4.0,4.5,FT_1X2,value_pool_true
2025-W20,19347755,39773,2025-05-14T12:00:00-05:00,2025-05-14,17,12-17,2025-W20,61244,Allsvenskan,A,,80,51,0,True,12,2.84,3.3,2.47,FT_1X2,value_pool_true
2025-W20,19347757,39775,2025-05-14T12:00:00-05:00,2025-05-14,17,12-17,2025-W20,61244,Allsvenskan,A,,80,51,0,True,12,3.75,3.2,2.1,FT_1X2,value_pool_true
2025-W20,19400370,42505,2025-05-14T12:00:00-05:00,2025-05-14,17,12-17,2025-W20,56618,Super League,unknown,,80,51,0,False,0,,7.0,18.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W20,19416318,43220,2025-05-14T12:15:00-05:00,2025-05-14,17,12-17,2025-W20,45514,First League,unknown,,76,47,0,True,12,2.5,2.95,2.75,FT_1X2,value_pool_true
2025-W20,19262828,37069,2025-05-14T12:30:00-05:00,2025-05-14,17,12-17,2025-W20,57502,Premier League,unknown,,80,51,0,True,12,15.0,5.0,1.42,FT_1X2,value_pool_true
2025-W20,19136808,26050,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,80,51,0,True,12,2.88,3.4,2.4,FT_1X2,value_pool_true
2025-W20,19136804,26046,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,76,47,0,False,0,,8.49,14.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W20,19136805,26047,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,76,47,0,True,12,2.38,3.7,2.7,FT_1X2,value_pool_true
2025-W20,19136806,26048,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,80,51,0,True,12,1.42,4.6,7.08,FT_1X2,value_pool_true
2025-W20,19136807,26049,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,76,47,0,False,0,,13.0,21.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W20,19136800,26042,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,80,51,0,True,12,1.82,3.65,4.1,FT_1X2,value_pool_true
2025-W20,19136801,26043,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,80,51,0,True,12,5.33,3.95,1.61,FT_1X2,value_pool_true
2025-W20,19136802,26044,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,80,51,0,True,12,2.53,3.34,2.68,FT_1X2,value_pool_true
2025-W20,19136803,26045,2025-05-14T13:00:00-05:00,2025-05-14,18,18-23,2025-W20,50424,Eredivisie,A,,76,47,0,True,12,1.83,3.75,4.0,FT_1X2,value_pool_true
2025-W20,19416791,43341,2025-05-14T13:30:00-05:00,2025-05-14,18,18-23,2025-W20,46768,Super League,unknown,,80,51,0,True,12,2.26,3.24,3.06,FT_1X2,value_pool_true
2025-W20,19416774,43324,2025-05-14T13:30:00-05:00,2025-05-14,18,18-23,2025-W20,46768,Super League,unknown,,76,47,0,True,12,2.0,3.85,3.2,FT_1X2,value_pool_true
2025-W20,19390329,41895,2025-05-14T13:30:00-05:00,2025-05-14,18,18-23,2025-W20,52190,Ligue 2,B,,71,48,0,True,12,2.34,3.215,3.075,FT_1X2,value_pool_true
2025-W20,19129757,22944,2025-05-14T13:30:00-05:00,2025-05-14,18,18-23,2025-W20,45841,Ekstraklasa,A,,76,47,0,True,12,1.36,4.9,7.49,FT_1X2,value_pool_true
2025-W20,19415344,43149,2025-05-14T13:45:00-05:00,2025-05-14,18,18-23,2025-W20,52570,Premiership,A,,80,51,0,True,12,2.58,3.25,2.7,FT_1X2,value_pool_true
2025-W20,19415359,43164,2025-05-14T13:45:00-05:00,2025-05-14,18,18-23,2025-W20,52570,Premiership,A,,80,51,0,True,12,2.63,3.18,2.63,FT_1X2,value_pool_true
2025-W20,19419607,43407,2025-05-14T13:45:00-05:00,2025-05-14,18,18-23,2025-W20,53671,Enterprise National League,unknown,,81,49,0,True,12,1.88,3.25,3.94,FT_1X2,value_pool_true
2025-W20,19415357,43162,2025-05-14T13:45:00-05:00,2025-05-14,18,18-23,2025-W20,52570,Premiership,A,,80,51,0,True,12,1.96,3.6,3.7,FT_1X2,value_pool_true
2025-W20,19415358,43163,2025-05-14T13:45:00-05:00,2025-05-14,18,18-23,2025-W20,52570,Premiership,A,,77,51,0,True,12,1.65,3.65,5.3,FT_1X2,value_pool_true
2025-W20,19415343,43148,2025-05-14T13:45:00-05:00,2025-05-14,18,18-23,2025-W20,52570,Premiership,A,,76,47,0,True,12,1.3,5.9,9.0,FT_1X2,value_pool_true
2025-W20,19159894,32513,2025-05-14T14:00:00-05:00,2025-05-14,19,18-23,2025-W20,58401,Coppa Italia,unknown,,87,67,0,True,12,2.4,3.09,3.15,FT_1X2,value_pool_true
2025-W20,19419261,43373,2025-05-14T14:00:00-05:00,2025-05-14,19,18-23,2025-W20,47629,League One,unknown,,80,51,0,True,12,1.96,3.3,4.0,FT_1X2,value_pool_true
2025-W20,19415342,43147,2025-05-14T14:00:00-05:00,2025-05-14,19,18-23,2025-W20,52570,Premiership,A,,76,47,0,True,12,3.4,3.65,1.99,FT_1X2,value_pool_true
2025-W20,19160500,32822,2025-05-14T14:15:00-05:00,2025-05-14,19,18-23,2025-W20,54223,Liga Portugal 2,unknown,,80,51,0,True,12,2.2,3.2,3.25,FT_1X2,value_pool_true
2025-W20,19135650,25219,2025-05-14T14:30:00-05:00,2025-05-14,19,18-23,2025-W20,48313,La Liga,S,,85,56,0,True,12,1.42,4.88,6.95,FT_1X2,value_pool_true
2025-W20,19390926,42015,2025-05-14T17:00:00-05:00,2025-05-14,22,18-23,2025-W20,65838,Serie B,unknown,,80,54,0,True,12,2.3,2.85,3.5,FT_1X2,value_pool_true
2025-W20,19402338,42718,2025-05-14T17:00:00-05:00,2025-05-14,22,18-23,2025-W20,61667,Copa Sudamericana,B,,78,49,0,False,0,,5.8,12.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W20,19402319,42699,2025-05-14T17:00:00-05:00,2025-05-14,22,18-23,2025-W20,61667,Copa Sudamericana,B,,78,49,0,True,12,2.38,3.1,3.1,FT_1X2,value_pool_true
2025-W20,19402300,42680,2025-05-14T17:00:00-05:00,2025-05-14,22,18-23,2025-W20,61667,Copa Sudamericana,B,,80,51,0,True,12,1.65,3.65,5.0,FT_1X2,value_pool_true
2025-W20,19402139,42637,2025-05-14T17:00:00-05:00,2025-05-14,22,18-23,2025-W20,61637,Copa Libertadores,A,,87,61,0,True,12,1.8,3.4,4.31,FT_1X2,value_pool_true
2025-W20,19402162,42660,2025-05-14T17:00:00-05:00,2025-05-14,22,18-23,2025-W20,61637,Copa Libertadores,A,,85,59,0,True,12,1.9,3.34,4.25,FT_1X2,value_pool_true
2025-W20,19402163,42661,2025-05-14T17:00:00-05:00,2025-05-14,22,18-23,2025-W20,61637,Copa Libertadores,A,,85,59,0,False,0,,9.0,19.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W20,19390930,42019,2025-05-14T17:30:00-05:00,2025-05-14,22,18-23,2025-W20,65838,Serie B,unknown,,87,61,0,True,12,1.53,3.9,6.0,FT_1X2,value_pool_true
2025-W20,19352834,40200,2025-05-14T18:30:00-05:00,2025-05-14,23,18-23,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,2.3,3.59,2.895,FT_1X2,value_pool_true
2025-W20,19352835,40201,2025-05-14T18:30:00-05:00,2025-05-14,23,18-23,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,2.925,3.475,2.295,FT_1X2,value_pool_true
2025-W20,19352836,40202,2025-05-14T18:30:00-05:00,2025-05-14,23,18-23,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,1.73,3.825,4.415,FT_1X2,value_pool_true
2025-W20,19352837,40203,2025-05-14T18:30:00-05:00,2025-05-14,23,18-23,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,1.67,3.94,4.675000000000001,FT_1X2,value_pool_true
2025-W20,19352838,40204,2025-05-14T18:30:00-05:00,2025-05-14,23,18-23,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,2.65,3.4,2.585,FT_1X2,value_pool_true
2025-W20,19402328,42708,2025-05-14T19:30:00-05:00,2025-05-15,0,00-05,2025-W20,61667,Copa Sudamericana,B,,80,51,0,True,12,2.3,3.3,2.92,FT_1X2,value_pool_true
2025-W20,19352840,40206,2025-05-14T19:30:00-05:00,2025-05-15,0,00-05,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,2.0599999999999996,3.375,3.495,FT_1X2,value_pool_true
2025-W20,19352841,40207,2025-05-14T19:30:00-05:00,2025-05-15,0,00-05,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,1.95,3.645,3.6500000000000004,FT_1X2,value_pool_true
2025-W20,19402078,42576,2025-05-14T19:30:00-05:00,2025-05-15,0,00-05,2025-W20,61637,Copa Libertadores,A,,85,59,0,True,12,1.85,3.3,4.33,FT_1X2,value_pool_true
2025-W20,19402114,42612,2025-05-14T19:30:00-05:00,2025-05-15,0,00-05,2025-W20,61637,Copa Libertadores,A,,78,49,0,True,12,1.57,3.54,6.8,FT_1X2,value_pool_true
2025-W20,19402126,42624,2025-05-14T19:30:00-05:00,2025-05-15,0,00-05,2025-W20,61637,Copa Libertadores,A,,80,51,0,True,12,1.4,4.5,6.9,FT_1X2,value_pool_true
2025-W20,19402301,42681,2025-05-14T19:30:00-05:00,2025-05-15,0,00-05,2025-W20,61667,Copa Sudamericana,B,,78,49,0,True,12,3.0,2.95,2.46,FT_1X2,value_pool_true
2025-W20,19352842,40208,2025-05-14T19:45:00-05:00,2025-05-15,0,00-05,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,1.99,3.6500000000000004,3.525,FT_1X2,value_pool_true
2025-W20,19352839,40205,2025-05-14T20:00:00-05:00,2025-05-15,1,00-05,2025-W20,61753,Major League Soccer,A,,85,56,0,True,12,2.005,3.6,3.475,FT_1X2,value_pool_true
2025-W20,19352843,40209,2025-05-14T20:30:00-05:00,2025-05-15,1,00-05,2025-W20,61753,Major League Soccer,A,,83,54,0,True,12,2.09,3.625,3.255,FT_1X2,value_pool_true
2025-W20,19402091,42589,2025-05-14T21:00:00-05:00,2025-05-15,2,00-05,2025-W20,61637,Copa Libertadores,A,,78,49,0,True,12,1.95,3.1,4.0,FT_1X2,value_pool_true
2025-W20,19402310,42690,2025-05-14T21:00:00-05:00,2025-05-15,2,00-05,2025-W20,61667,Copa Sudamericana,B,,78,49,0,True,12,2.05,3.0,3.91,FT_1X2,value_pool_true
2025-W20,19352846,40212,2025-05-14T21:30:00-05:00,2025-05-15,2,00-05,2025-W20,61753,Major League Soccer,A,,81,52,0,True,12,2.5,3.75,2.49,FT_1X2,value_pool_true
