sport_key,snapshot_time,region,market,endpoint_strategy,credits_per_fixture_est,n_fixtures_in_bucket,estimated_credits_event_odds,notes
soccer_france_ligue_two,2025-01-20T18:45:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-01-24T18:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,5,50,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-01-25T18:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-01-27T18:45:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-01-31T18:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,4,40,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-01T12:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,2,20,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-01T18:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-10T18:45:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-14T18:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,4,40,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-15T12:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-17T18:45:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-21T18:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,4,40,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-22T12:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,2,20,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_france_ligue_two,2025-02-22T18:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_netherlands_eredivisie,2025-01-25T16:45:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_netherlands_eredivisie,2025-02-22T18:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_portugal_primeira_liga,2025-01-25T19:30:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_portugal_primeira_liga,2025-02-02T17:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_portugal_primeira_liga,2025-02-02T19:30:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_portugal_primeira_liga,2025-02-15T19:30:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_portugal_primeira_liga,2025-02-22T17:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_spain_la_liga,2025-02-17T19:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_spain_la_liga,2025-02-23T12:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_spl,2025-02-02T14:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,2,20,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_spl,2025-02-15T14:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_spl,2025-02-22T14:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
soccer_turkey_super_league,2025-01-25T15:00:00+00:00,us,h2h,historical_event_odds_TOA_v4,10,1,10,Basado en doc TOA: 10 × mercados × regiones por request de odds histórico por evento; h2h+us=10
